id,audio_file,speaker,region,dialect,language,duration_seconds,transcript,text
audio_04395,audio_04395.wav,Nora,Oceania,Australian English,English,120.95,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04396,audio_04396.wav,Leo,Central Asia,Australian English,English,97.96,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04397,audio_04397.wav,Leo,Oceania,French-accented English,English,97.74,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04398,audio_04398.wav,Hassan,East Africa,Canadian English,English,17.4,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04399,audio_04399.wav,Mira,South East Asia,Indian English,English,42.8,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04400,audio_04400.wav,Aisha,Middle East,Indian English,English,58.83,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04401,audio_04401.wav,Leo,Western Europe,Canadian English,English,18.14,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04402,audio_04402.wav,Aisha,Oceania,French-accented English,English,32.39,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04403,audio_04403.wav,Mira,Central Asia,Indian English,English,122.59,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04404,audio_04404.wav,Victor,Western Europe,African English,English,44.79,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04405,audio_04405.wav,Mateo,Oceania,British English,English,19.26,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04406,audio_04406.wav,Zara,South East Asia,Standard English,English,34.1,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04407,audio_04407.wav,Emil,Western Europe,Standard English,English,45.42,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04408,audio_04408.wav,Daniel,Central Asia,Canadian English,English,61.58,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04409,audio_04409.wav,Priya,South East Asia,Standard English,English,94.14,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04410,audio_04410.wav,Lina,Oceania,African English,English,36.65,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04411,audio_04411.wav,Zara,Central Asia,Arabic-accented English,English,100.99,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04412,audio_04412.wav,Lina,South Asia,Standard English,English,126.12,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04413,audio_04413.wav,Ibrahim,South East Asia,French-accented English,English,107.56,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04414,audio_04414.wav,Ibrahim,Western Europe,Spanish-accented English,English,105.3,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04415,audio_04415.wav,Ibrahim,South East Asia,Canadian English,English,52.6,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04416,audio_04416.wav,Hassan,Oceania,Standard English,English,40.15,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04417,audio_04417.wav,Aisha,South Asia,Australian English,English,34.06,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04418,audio_04418.wav,Priya,South Asia,British English,English,26.17,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04419,audio_04419.wav,Victor,Western Europe,Australian English,English,34.49,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04420,audio_04420.wav,Emil,North America,Arabic-accented English,English,32.81,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04421,audio_04421.wav,Leo,Western Europe,British English,English,54.7,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04422,audio_04422.wav,Mateo,South Asia,Canadian English,English,51.05,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04423,audio_04423.wav,Priya,North America,French-accented English,English,26.62,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04424,audio_04424.wav,Sofia,North America,Spanish-accented English,English,109.74,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04425,audio_04425.wav,Nora,North America,Spanish-accented English,English,44.1,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04426,audio_04426.wav,Daniel,Middle East,British English,English,47.17,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04427,audio_04427.wav,Aisha,Eastern Europe,Spanish-accented English,English,22.08,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04428,audio_04428.wav,Zara,South East Asia,Canadian English,English,101.45,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04429,audio_04429.wav,Sofia,East Africa,French-accented English,English,40.03,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04430,audio_04430.wav,Mira,Oceania,Canadian English,English,63.75,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04431,audio_04431.wav,Hassan,Eastern Europe,Indian English,English,29.72,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04432,audio_04432.wav,Amina,East Africa,African English,English,72.67,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04433,audio_04433.wav,Leo,Eastern Europe,French-accented English,English,28.84,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04434,audio_04434.wav,Aisha,East Africa,Arabic-accented English,English,75.64,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04435,audio_04435.wav,Priya,Central Asia,British English,English,113.51,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04436,audio_04436.wav,Hassan,South Asia,Spanish-accented English,English,87.56,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04437,audio_04437.wav,Daniel,Oceania,Canadian English,English,114.28,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04438,audio_04438.wav,Nora,Latin America,Canadian English,English,40.3,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04439,audio_04439.wav,Hassan,East Africa,African English,English,12.32,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04440,audio_04440.wav,Daniel,Middle East,Indian English,English,118.94,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04441,audio_04441.wav,Zara,Central Asia,Spanish-accented English,English,76.6,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04442,audio_04442.wav,Hassan,Latin America,French-accented English,English,108.11,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04443,audio_04443.wav,Aisha,Oceania,French-accented English,English,84.29,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04444,audio_04444.wav,Hassan,North America,British English,English,56.03,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04445,audio_04445.wav,Amina,Oceania,African English,English,70.5,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04446,audio_04446.wav,Priya,Middle East,Standard English,English,123.31,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04447,audio_04447.wav,Mateo,North America,Standard English,English,92.75,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04448,audio_04448.wav,Ibrahim,Eastern Europe,Standard English,English,39.03,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04449,audio_04449.wav,Mateo,South East Asia,Standard English,English,21.89,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04450,audio_04450.wav,Daniel,Western Europe,Canadian English,English,102.94,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04451,audio_04451.wav,Victor,Oceania,Indian English,English,57.25,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04452,audio_04452.wav,Sofia,Middle East,French-accented English,English,115.14,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04453,audio_04453.wav,Ibrahim,Middle East,Canadian English,English,99.27,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04454,audio_04454.wav,Mateo,Western Europe,Indian English,English,70.47,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04455,audio_04455.wav,Zara,Central Asia,Australian English,English,129.87,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04456,audio_04456.wav,Lina,North America,Spanish-accented English,English,74.42,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04457,audio_04457.wav,Aisha,South Asia,Australian English,English,102.45,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04458,audio_04458.wav,Daniel,Middle East,Australian English,English,94.18,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04459,audio_04459.wav,Daniel,South East Asia,Spanish-accented English,English,132.51,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04460,audio_04460.wav,Victor,Western Europe,Spanish-accented English,English,57.58,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04461,audio_04461.wav,Nora,North America,Australian English,English,48.17,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04462,audio_04462.wav,Mateo,South East Asia,British English,English,36.21,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04463,audio_04463.wav,Victor,Middle East,Spanish-accented English,English,32.2,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04464,audio_04464.wav,Sofia,Middle East,British English,English,55.71,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04465,audio_04465.wav,Victor,South East Asia,British English,English,18.81,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04466,audio_04466.wav,Mira,South East Asia,French-accented English,English,79.09,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04467,audio_04467.wav,Priya,South East Asia,French-accented English,English,74.99,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04468,audio_04468.wav,Victor,Central Asia,Spanish-accented English,English,19.29,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04469,audio_04469.wav,Nora,Western Europe,Standard English,English,29.0,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04470,audio_04470.wav,Lina,North America,Canadian English,English,57.67,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04471,audio_04471.wav,Zara,East Africa,Indian English,English,111.43,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04472,audio_04472.wav,Mateo,South Asia,Spanish-accented English,English,25.34,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04473,audio_04473.wav,Amina,South Asia,Indian English,English,44.12,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04474,audio_04474.wav,Victor,North America,British English,English,57.89,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04475,audio_04475.wav,Daniel,Oceania,British English,English,39.33,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04476,audio_04476.wav,Lina,North America,Arabic-accented English,English,92.92,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04477,audio_04477.wav,Leo,South East Asia,Standard English,English,108.2,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04478,audio_04478.wav,Mira,Western Europe,Standard English,English,32.35,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04479,audio_04479.wav,Nora,Eastern Europe,African English,English,70.53,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04480,audio_04480.wav,Hassan,South East Asia,Canadian English,English,105.44,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04481,audio_04481.wav,Aisha,Latin America,British English,English,109.61,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04482,audio_04482.wav,Zara,North America,Standard English,English,116.68,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04483,audio_04483.wav,Mira,Eastern Europe,African English,English,36.08,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04484,audio_04484.wav,Mira,Latin America,Arabic-accented English,English,98.25,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04485,audio_04485.wav,Sofia,South East Asia,African English,English,24.61,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04486,audio_04486.wav,Mateo,Western Europe,Australian English,English,18.73,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04487,audio_04487.wav,Aisha,Central Asia,Indian English,English,130.62,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04488,audio_04488.wav,Emil,Central Asia,Standard English,English,116.9,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04489,audio_04489.wav,Lina,Oceania,Australian English,English,130.77,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04490,audio_04490.wav,Lina,South Asia,Arabic-accented English,English,33.78,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04491,audio_04491.wav,Lina,South Asia,British English,English,91.47,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04492,audio_04492.wav,Mira,Central Asia,British English,English,69.78,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04493,audio_04493.wav,Victor,North America,African English,English,62.12,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04494,audio_04494.wav,Nora,Western Europe,Spanish-accented English,English,69.24,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04495,audio_04495.wav,Aisha,South Asia,African English,English,60.89,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04496,audio_04496.wav,Emil,Middle East,Arabic-accented English,English,51.04,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04497,audio_04497.wav,Leo,Western Europe,French-accented English,English,99.22,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04498,audio_04498.wav,Lina,Oceania,Canadian English,English,113.82,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04499,audio_04499.wav,Ibrahim,Middle East,African English,English,88.57,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04500,audio_04500.wav,Leo,South Asia,African English,English,98.38,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04501,audio_04501.wav,Mateo,Middle East,Indian English,English,129.04,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04502,audio_04502.wav,Hassan,South East Asia,French-accented English,English,82.13,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04503,audio_04503.wav,Hassan,North America,African English,English,55.2,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04504,audio_04504.wav,Aisha,Eastern Europe,Arabic-accented English,English,66.19,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04505,audio_04505.wav,Daniel,East Africa,Spanish-accented English,English,27.7,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04506,audio_04506.wav,Emil,Oceania,Canadian English,English,71.81,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04507,audio_04507.wav,Mira,Oceania,Arabic-accented English,English,72.72,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04508,audio_04508.wav,Zara,East Africa,Standard English,English,49.99,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04509,audio_04509.wav,Sofia,Oceania,French-accented English,English,71.33,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04510,audio_04510.wav,Sofia,Oceania,British English,English,59.09,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04511,audio_04511.wav,Daniel,South East Asia,Australian English,English,60.86,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04512,audio_04512.wav,Hassan,East Africa,Arabic-accented English,English,129.79,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04513,audio_04513.wav,Mateo,South East Asia,British English,English,91.55,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04514,audio_04514.wav,Mateo,Oceania,Standard English,English,79.68,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04515,audio_04515.wav,Aisha,Latin America,Canadian English,English,93.37,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04516,audio_04516.wav,Mateo,Latin America,Australian English,English,69.25,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04517,audio_04517.wav,Priya,South East Asia,Spanish-accented English,English,99.81,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04518,audio_04518.wav,Leo,Central Asia,Arabic-accented English,English,51.92,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04519,audio_04519.wav,Hassan,North America,Standard English,English,96.73,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04520,audio_04520.wav,Victor,Middle East,Spanish-accented English,English,73.72,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04521,audio_04521.wav,Mira,Western Europe,Australian English,English,57.03,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04522,audio_04522.wav,Amina,South Asia,Canadian English,English,28.01,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04523,audio_04523.wav,Ibrahim,North America,Spanish-accented English,English,21.92,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04524,audio_04524.wav,Priya,Middle East,African English,English,12.84,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04525,audio_04525.wav,Aisha,Eastern Europe,Arabic-accented English,English,134.4,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04526,audio_04526.wav,Ibrahim,East Africa,Standard English,English,12.18,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04527,audio_04527.wav,Emil,Western Europe,African English,English,127.85,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04528,audio_04528.wav,Mira,North America,Spanish-accented English,English,116.33,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04529,audio_04529.wav,Nora,Western Europe,French-accented English,English,127.95,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04530,audio_04530.wav,Leo,Eastern Europe,African English,English,106.45,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04531,audio_04531.wav,Aisha,Western Europe,Spanish-accented English,English,61.7,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04532,audio_04532.wav,Amina,Eastern Europe,British English,English,52.46,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04533,audio_04533.wav,Lina,Middle East,French-accented English,English,114.63,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04534,audio_04534.wav,Emil,Western Europe,Spanish-accented English,English,69.01,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04535,audio_04535.wav,Hassan,Latin America,Spanish-accented English,English,33.96,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04536,audio_04536.wav,Leo,South Asia,Spanish-accented English,English,100.31,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04537,audio_04537.wav,Amina,Oceania,Australian English,English,133.45,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04538,audio_04538.wav,Zara,Central Asia,Arabic-accented English,English,102.9,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04539,audio_04539.wav,Leo,North America,Australian English,English,76.03,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04540,audio_04540.wav,Amina,East Africa,Australian English,English,132.6,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04541,audio_04541.wav,Mira,Oceania,Indian English,English,114.65,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04542,audio_04542.wav,Nora,East Africa,Australian English,English,133.03,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04543,audio_04543.wav,Priya,Central Asia,Standard English,English,79.79,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04544,audio_04544.wav,Aisha,North America,Canadian English,English,115.95,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04545,audio_04545.wav,Priya,Latin America,Spanish-accented English,English,113.75,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04546,audio_04546.wav,Victor,Eastern Europe,Standard English,English,11.74,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04547,audio_04547.wav,Zara,Oceania,Standard English,English,65.52,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04548,audio_04548.wav,Aisha,Central Asia,Australian English,English,58.15,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04549,audio_04549.wav,Zara,Western Europe,Canadian English,English,44.31,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04550,audio_04550.wav,Emil,South East Asia,African English,English,78.64,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04551,audio_04551.wav,Sofia,South Asia,African English,English,81.16,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04552,audio_04552.wav,Hassan,Oceania,Spanish-accented English,English,17.06,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04553,audio_04553.wav,Leo,East Africa,British English,English,129.82,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04554,audio_04554.wav,Hassan,Latin America,Indian English,English,91.33,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04555,audio_04555.wav,Mateo,East Africa,Australian English,English,21.6,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04556,audio_04556.wav,Zara,Oceania,Standard English,English,104.1,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04557,audio_04557.wav,Victor,Latin America,Standard English,English,29.51,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04558,audio_04558.wav,Victor,Latin America,British English,English,48.16,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04559,audio_04559.wav,Ibrahim,Oceania,Standard English,English,104.68,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04560,audio_04560.wav,Mira,Western Europe,Arabic-accented English,English,94.44,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04561,audio_04561.wav,Ibrahim,South East Asia,Spanish-accented English,English,134.21,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04562,audio_04562.wav,Nora,East Africa,Arabic-accented English,English,121.88,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04563,audio_04563.wav,Emil,South Asia,African English,English,10.61,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04564,audio_04564.wav,Leo,Oceania,French-accented English,English,76.02,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04565,audio_04565.wav,Sofia,Latin America,African English,English,75.3,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04566,audio_04566.wav,Aisha,Western Europe,Spanish-accented English,English,28.88,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04567,audio_04567.wav,Priya,Oceania,African English,English,97.76,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
