id,image_id,title,year,era,location,artifact_type,subject,caption,text
hist_03621,img_03621,Mughal court Painting - 1749,1749,Modern Century,Mughal court,painting,city planning,"A painting from Mughal court depicting city planning during the modern century around 1749. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Painting - 1749. This object was discovered in Mughal court and relates to city planning. It dates to approximately 1749, representing a period of cultural, trade, or political activity."
hist_03622,img_03622,Cairo Manuscript - 1274,1274,Industrial Age,Cairo,manuscript,colonial exchange,"A manuscript from Cairo depicting colonial exchange during the industrial age around 1274. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Manuscript - 1274. This object was discovered in Cairo and relates to colonial exchange. It dates to approximately 1274, representing a period of cultural, trade, or political activity."
hist_03623,img_03623,Cairo Ceramic - 1285,1285,Colonial Period,Cairo,ceramic,battlefield,"A ceramic from Cairo depicting battlefield during the colonial period around 1285. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Ceramic - 1285. This object was discovered in Cairo and relates to battlefield. It dates to approximately 1285, representing a period of cultural, trade, or political activity."
hist_03624,img_03624,Kyiv Manuscript - 1803,1803,Early Modern Era,Kyiv,manuscript,scientific expedition,"A manuscript from Kyiv depicting scientific expedition during the early modern era around 1803. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Manuscript - 1803. This object was discovered in Kyiv and relates to scientific expedition. It dates to approximately 1803, representing a period of cultural, trade, or political activity."
hist_03625,img_03625,Delhi Painting - 1782,1782,Ancient Era,Delhi,painting,scientific expedition,"A painting from Delhi depicting scientific expedition during the ancient era around 1782. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Painting - 1782. This object was discovered in Delhi and relates to scientific expedition. It dates to approximately 1782, representing a period of cultural, trade, or political activity."
hist_03626,img_03626,Paris Ceramic - 1937,1937,Colonial Period,Paris,ceramic,civil ceremony,"A ceramic from Paris depicting civil ceremony during the colonial period around 1937. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Ceramic - 1937. This object was discovered in Paris and relates to civil ceremony. It dates to approximately 1937, representing a period of cultural, trade, or political activity."
hist_03627,img_03627,Rome Portrait - 1850,1850,Early Modern Era,Rome,portrait,colonial exchange,"A portrait from Rome depicting colonial exchange during the early modern era around 1850. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Portrait - 1850. This object was discovered in Rome and relates to colonial exchange. It dates to approximately 1850, representing a period of cultural, trade, or political activity."
hist_03628,img_03628,London Letter - 1972,1972,Industrial Age,London,letter,scientific expedition,"A letter from London depicting scientific expedition during the industrial age around 1972. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Letter - 1972. This object was discovered in London and relates to scientific expedition. It dates to approximately 1972, representing a period of cultural, trade, or political activity."
hist_03629,img_03629,Cuzco Map - 1846,1846,Industrial Age,Cuzco,map,city planning,"A map from Cuzco depicting city planning during the industrial age around 1846. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Map - 1846. This object was discovered in Cuzco and relates to city planning. It dates to approximately 1846, representing a period of cultural, trade, or political activity."
hist_03630,img_03630,London Coin - 1726,1726,Early Modern Era,London,coin,civil ceremony,"A coin from London depicting civil ceremony during the early modern era around 1726. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Coin - 1726. This object was discovered in London and relates to civil ceremony. It dates to approximately 1726, representing a period of cultural, trade, or political activity."
hist_03631,img_03631,London Manuscript - 1744,1744,Modern Century,London,manuscript,city planning,"A manuscript from London depicting city planning during the modern century around 1744. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Manuscript - 1744. This object was discovered in London and relates to city planning. It dates to approximately 1744, representing a period of cultural, trade, or political activity."
hist_03632,img_03632,Alexandria Document - 1774,1774,Industrial Age,Alexandria,document,harbor activity,"A document from Alexandria depicting harbor activity during the industrial age around 1774. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Document - 1774. This object was discovered in Alexandria and relates to harbor activity. It dates to approximately 1774, representing a period of cultural, trade, or political activity."
hist_03633,img_03633,Rome Map - 1314,1314,Early Modern Era,Rome,map,colonial exchange,"A map from Rome depicting colonial exchange during the early modern era around 1314. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Map - 1314. This object was discovered in Rome and relates to colonial exchange. It dates to approximately 1314, representing a period of cultural, trade, or political activity."
hist_03634,img_03634,Baghdad Ceramic - 1721,1721,Medieval Period,Baghdad,ceramic,colonial exchange,"A ceramic from Baghdad depicting colonial exchange during the medieval period around 1721. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Ceramic - 1721. This object was discovered in Baghdad and relates to colonial exchange. It dates to approximately 1721, representing a period of cultural, trade, or political activity."
hist_03635,img_03635,London Letter - 1267,1267,Ancient Era,London,letter,civil ceremony,"A letter from London depicting civil ceremony during the ancient era around 1267. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Letter - 1267. This object was discovered in London and relates to civil ceremony. It dates to approximately 1267, representing a period of cultural, trade, or political activity."
hist_03636,img_03636,Alexandria Statue - 1653,1653,Colonial Period,Alexandria,statue,civil ceremony,"A statue from Alexandria depicting civil ceremony during the colonial period around 1653. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Statue - 1653. This object was discovered in Alexandria and relates to civil ceremony. It dates to approximately 1653, representing a period of cultural, trade, or political activity."
hist_03637,img_03637,Mughal court Manuscript - 1387,1387,Medieval Period,Mughal court,manuscript,royal ceremony,"A manuscript from Mughal court depicting royal ceremony during the medieval period around 1387. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Manuscript - 1387. This object was discovered in Mughal court and relates to royal ceremony. It dates to approximately 1387, representing a period of cultural, trade, or political activity."
hist_03638,img_03638,London Coin - 1418,1418,Early Modern Era,London,coin,farming community,"A coin from London depicting farming community during the early modern era around 1418. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Coin - 1418. This object was discovered in London and relates to farming community. It dates to approximately 1418, representing a period of cultural, trade, or political activity."
hist_03639,img_03639,Cairo Document - 1984,1984,Modern Century,Cairo,document,colonial exchange,"A document from Cairo depicting colonial exchange during the modern century around 1984. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Document - 1984. This object was discovered in Cairo and relates to colonial exchange. It dates to approximately 1984, representing a period of cultural, trade, or political activity."
hist_03640,img_03640,Beijing Portrait - 1507,1507,Modern Century,Beijing,portrait,battlefield,"A portrait from Beijing depicting battlefield during the modern century around 1507. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Portrait - 1507. This object was discovered in Beijing and relates to battlefield. It dates to approximately 1507, representing a period of cultural, trade, or political activity."
hist_03641,img_03641,Paris Statue - 1358,1358,Industrial Age,Paris,statue,market scene,"A statue from Paris depicting market scene during the industrial age around 1358. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Statue - 1358. This object was discovered in Paris and relates to market scene. It dates to approximately 1358, representing a period of cultural, trade, or political activity."
hist_03642,img_03642,Alexandria Map - 1375,1375,Medieval Period,Alexandria,map,scientific expedition,"A map from Alexandria depicting scientific expedition during the medieval period around 1375. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Map - 1375. This object was discovered in Alexandria and relates to scientific expedition. It dates to approximately 1375, representing a period of cultural, trade, or political activity."
hist_03643,img_03643,Alexandria Document - 1533,1533,Colonial Period,Alexandria,document,colonial exchange,"A document from Alexandria depicting colonial exchange during the colonial period around 1533. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Document - 1533. This object was discovered in Alexandria and relates to colonial exchange. It dates to approximately 1533, representing a period of cultural, trade, or political activity."
hist_03644,img_03644,Paris Engraving - 1626,1626,Early Modern Era,Paris,engraving,harbor activity,"A engraving from Paris depicting harbor activity during the early modern era around 1626. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Engraving - 1626. This object was discovered in Paris and relates to harbor activity. It dates to approximately 1626, representing a period of cultural, trade, or political activity."
hist_03645,img_03645,Baghdad Coin - 1683,1683,Early Modern Era,Baghdad,coin,city planning,"A coin from Baghdad depicting city planning during the early modern era around 1683. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Coin - 1683. This object was discovered in Baghdad and relates to city planning. It dates to approximately 1683, representing a period of cultural, trade, or political activity."
hist_03646,img_03646,Venice Engraving - 1541,1541,Modern Century,Venice,engraving,city planning,"A engraving from Venice depicting city planning during the modern century around 1541. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Engraving - 1541. This object was discovered in Venice and relates to city planning. It dates to approximately 1541, representing a period of cultural, trade, or political activity."
hist_03647,img_03647,Delhi Ceramic - 1522,1522,Colonial Period,Delhi,ceramic,harbor activity,"A ceramic from Delhi depicting harbor activity during the colonial period around 1522. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Ceramic - 1522. This object was discovered in Delhi and relates to harbor activity. It dates to approximately 1522, representing a period of cultural, trade, or political activity."
hist_03648,img_03648,Mughal court Letter - 1602,1602,Industrial Age,Mughal court,letter,trade route,"A letter from Mughal court depicting trade route during the industrial age around 1602. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Letter - 1602. This object was discovered in Mughal court and relates to trade route. It dates to approximately 1602, representing a period of cultural, trade, or political activity."
hist_03649,img_03649,Alexandria Letter - 1256,1256,Medieval Period,Alexandria,letter,city planning,"A letter from Alexandria depicting city planning during the medieval period around 1256. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Letter - 1256. This object was discovered in Alexandria and relates to city planning. It dates to approximately 1256, representing a period of cultural, trade, or political activity."
hist_03650,img_03650,Venice Coin - 1667,1667,Modern Century,Venice,coin,trade route,"A coin from Venice depicting trade route during the modern century around 1667. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Coin - 1667. This object was discovered in Venice and relates to trade route. It dates to approximately 1667, representing a period of cultural, trade, or political activity."
hist_03651,img_03651,Constantinople Manuscript - 1407,1407,Early Modern Era,Constantinople,manuscript,civil ceremony,"A manuscript from Constantinople depicting civil ceremony during the early modern era around 1407. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Manuscript - 1407. This object was discovered in Constantinople and relates to civil ceremony. It dates to approximately 1407, representing a period of cultural, trade, or political activity."
hist_03652,img_03652,Moscow Statue - 1501,1501,Industrial Age,Moscow,statue,trade route,"A statue from Moscow depicting trade route during the industrial age around 1501. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Statue - 1501. This object was discovered in Moscow and relates to trade route. It dates to approximately 1501, representing a period of cultural, trade, or political activity."
hist_03653,img_03653,Cuzco Statue - 1591,1591,Modern Century,Cuzco,statue,farming community,"A statue from Cuzco depicting farming community during the modern century around 1591. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Statue - 1591. This object was discovered in Cuzco and relates to farming community. It dates to approximately 1591, representing a period of cultural, trade, or political activity."
hist_03654,img_03654,Cuzco Manuscript - 1404,1404,Industrial Age,Cuzco,manuscript,scientific expedition,"A manuscript from Cuzco depicting scientific expedition during the industrial age around 1404. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Manuscript - 1404. This object was discovered in Cuzco and relates to scientific expedition. It dates to approximately 1404, representing a period of cultural, trade, or political activity."
hist_03655,img_03655,Paris Photograph - 1480,1480,Medieval Period,Paris,photograph,royal ceremony,"A photograph from Paris depicting royal ceremony during the medieval period around 1480. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Photograph - 1480. This object was discovered in Paris and relates to royal ceremony. It dates to approximately 1480, representing a period of cultural, trade, or political activity."
hist_03656,img_03656,Constantinople Engraving - 1533,1533,Colonial Period,Constantinople,engraving,colonial exchange,"A engraving from Constantinople depicting colonial exchange during the colonial period around 1533. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Engraving - 1533. This object was discovered in Constantinople and relates to colonial exchange. It dates to approximately 1533, representing a period of cultural, trade, or political activity."
hist_03657,img_03657,Delhi Painting - 1681,1681,Modern Century,Delhi,painting,civil ceremony,"A painting from Delhi depicting civil ceremony during the modern century around 1681. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Painting - 1681. This object was discovered in Delhi and relates to civil ceremony. It dates to approximately 1681, representing a period of cultural, trade, or political activity."
hist_03658,img_03658,London Ceramic - 1923,1923,Colonial Period,London,ceramic,battlefield,"A ceramic from London depicting battlefield during the colonial period around 1923. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Ceramic - 1923. This object was discovered in London and relates to battlefield. It dates to approximately 1923, representing a period of cultural, trade, or political activity."
hist_03659,img_03659,Cairo Letter - 1800,1800,Ancient Era,Cairo,letter,trade route,"A letter from Cairo depicting trade route during the ancient era around 1800. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Letter - 1800. This object was discovered in Cairo and relates to trade route. It dates to approximately 1800, representing a period of cultural, trade, or political activity."
hist_03660,img_03660,Cuzco Statue - 1854,1854,Early Modern Era,Cuzco,statue,harbor activity,"A statue from Cuzco depicting harbor activity during the early modern era around 1854. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Statue - 1854. This object was discovered in Cuzco and relates to harbor activity. It dates to approximately 1854, representing a period of cultural, trade, or political activity."
hist_03661,img_03661,Kyiv Coin - 1648,1648,Medieval Period,Kyiv,coin,royal ceremony,"A coin from Kyiv depicting royal ceremony during the medieval period around 1648. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Coin - 1648. This object was discovered in Kyiv and relates to royal ceremony. It dates to approximately 1648, representing a period of cultural, trade, or political activity."
hist_03662,img_03662,Mughal court Photograph - 1967,1967,Modern Century,Mughal court,photograph,city planning,"A photograph from Mughal court depicting city planning during the modern century around 1967. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Photograph - 1967. This object was discovered in Mughal court and relates to city planning. It dates to approximately 1967, representing a period of cultural, trade, or political activity."
hist_03663,img_03663,Beijing Map - 1623,1623,Early Modern Era,Beijing,map,market scene,"A map from Beijing depicting market scene during the early modern era around 1623. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Map - 1623. This object was discovered in Beijing and relates to market scene. It dates to approximately 1623, representing a period of cultural, trade, or political activity."
hist_03664,img_03664,Cairo Manuscript - 1787,1787,Industrial Age,Cairo,manuscript,farming community,"A manuscript from Cairo depicting farming community during the industrial age around 1787. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Manuscript - 1787. This object was discovered in Cairo and relates to farming community. It dates to approximately 1787, representing a period of cultural, trade, or political activity."
hist_03665,img_03665,Cuzco Statue - 1451,1451,Modern Century,Cuzco,statue,scientific expedition,"A statue from Cuzco depicting scientific expedition during the modern century around 1451. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Statue - 1451. This object was discovered in Cuzco and relates to scientific expedition. It dates to approximately 1451, representing a period of cultural, trade, or political activity."
hist_03666,img_03666,Venice Document - 1466,1466,Early Modern Era,Venice,document,farming community,"A document from Venice depicting farming community during the early modern era around 1466. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Document - 1466. This object was discovered in Venice and relates to farming community. It dates to approximately 1466, representing a period of cultural, trade, or political activity."
hist_03667,img_03667,Mughal court Painting - 1906,1906,Ancient Era,Mughal court,painting,market scene,"A painting from Mughal court depicting market scene during the ancient era around 1906. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Painting - 1906. This object was discovered in Mughal court and relates to market scene. It dates to approximately 1906, representing a period of cultural, trade, or political activity."
hist_03668,img_03668,Moscow Engraving - 1916,1916,Early Modern Era,Moscow,engraving,cultural festival,"A engraving from Moscow depicting cultural festival during the early modern era around 1916. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Engraving - 1916. This object was discovered in Moscow and relates to cultural festival. It dates to approximately 1916, representing a period of cultural, trade, or political activity."
hist_03669,img_03669,Nanjing Ceramic - 1991,1991,Medieval Period,Nanjing,ceramic,cultural festival,"A ceramic from Nanjing depicting cultural festival during the medieval period around 1991. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Ceramic - 1991. This object was discovered in Nanjing and relates to cultural festival. It dates to approximately 1991, representing a period of cultural, trade, or political activity."
hist_03670,img_03670,Paris Statue - 1388,1388,Industrial Age,Paris,statue,colonial exchange,"A statue from Paris depicting colonial exchange during the industrial age around 1388. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Statue - 1388. This object was discovered in Paris and relates to colonial exchange. It dates to approximately 1388, representing a period of cultural, trade, or political activity."
hist_03671,img_03671,Alexandria Statue - 1570,1570,Modern Century,Alexandria,statue,battlefield,"A statue from Alexandria depicting battlefield during the modern century around 1570. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Statue - 1570. This object was discovered in Alexandria and relates to battlefield. It dates to approximately 1570, representing a period of cultural, trade, or political activity."
hist_03672,img_03672,Constantinople Coin - 1465,1465,Ancient Era,Constantinople,coin,scientific expedition,"A coin from Constantinople depicting scientific expedition during the ancient era around 1465. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Coin - 1465. This object was discovered in Constantinople and relates to scientific expedition. It dates to approximately 1465, representing a period of cultural, trade, or political activity."
hist_03673,img_03673,Delhi Photograph - 1343,1343,Industrial Age,Delhi,photograph,civil ceremony,"A photograph from Delhi depicting civil ceremony during the industrial age around 1343. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Photograph - 1343. This object was discovered in Delhi and relates to civil ceremony. It dates to approximately 1343, representing a period of cultural, trade, or political activity."
hist_03674,img_03674,Venice Ceramic - 1605,1605,Colonial Period,Venice,ceramic,trade route,"A ceramic from Venice depicting trade route during the colonial period around 1605. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Ceramic - 1605. This object was discovered in Venice and relates to trade route. It dates to approximately 1605, representing a period of cultural, trade, or political activity."
hist_03675,img_03675,Rome Document - 1261,1261,Colonial Period,Rome,document,city planning,"A document from Rome depicting city planning during the colonial period around 1261. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Document - 1261. This object was discovered in Rome and relates to city planning. It dates to approximately 1261, representing a period of cultural, trade, or political activity."
hist_03676,img_03676,Venice Painting - 1647,1647,Early Modern Era,Venice,painting,farming community,"A painting from Venice depicting farming community during the early modern era around 1647. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Painting - 1647. This object was discovered in Venice and relates to farming community. It dates to approximately 1647, representing a period of cultural, trade, or political activity."
hist_03677,img_03677,Beijing Ceramic - 1751,1751,Early Modern Era,Beijing,ceramic,harbor activity,"A ceramic from Beijing depicting harbor activity during the early modern era around 1751. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Ceramic - 1751. This object was discovered in Beijing and relates to harbor activity. It dates to approximately 1751, representing a period of cultural, trade, or political activity."
hist_03678,img_03678,Cairo Photograph - 1849,1849,Colonial Period,Cairo,photograph,cultural festival,"A photograph from Cairo depicting cultural festival during the colonial period around 1849. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Photograph - 1849. This object was discovered in Cairo and relates to cultural festival. It dates to approximately 1849, representing a period of cultural, trade, or political activity."
hist_03679,img_03679,Cuzco Document - 1294,1294,Medieval Period,Cuzco,document,royal ceremony,"A document from Cuzco depicting royal ceremony during the medieval period around 1294. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Document - 1294. This object was discovered in Cuzco and relates to royal ceremony. It dates to approximately 1294, representing a period of cultural, trade, or political activity."
hist_03680,img_03680,Nanjing Photograph - 1725,1725,Industrial Age,Nanjing,photograph,scientific expedition,"A photograph from Nanjing depicting scientific expedition during the industrial age around 1725. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Photograph - 1725. This object was discovered in Nanjing and relates to scientific expedition. It dates to approximately 1725, representing a period of cultural, trade, or political activity."
hist_03681,img_03681,Mughal court Artifact - 1824,1824,Ancient Era,Mughal court,artifact,battlefield,"A artifact from Mughal court depicting battlefield during the ancient era around 1824. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Artifact - 1824. This object was discovered in Mughal court and relates to battlefield. It dates to approximately 1824, representing a period of cultural, trade, or political activity."
hist_03682,img_03682,Venice Artifact - 1985,1985,Early Modern Era,Venice,artifact,religious procession,"A artifact from Venice depicting religious procession during the early modern era around 1985. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Artifact - 1985. This object was discovered in Venice and relates to religious procession. It dates to approximately 1985, representing a period of cultural, trade, or political activity."
hist_03683,img_03683,Baghdad Ceramic - 1676,1676,Modern Century,Baghdad,ceramic,cultural festival,"A ceramic from Baghdad depicting cultural festival during the modern century around 1676. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Ceramic - 1676. This object was discovered in Baghdad and relates to cultural festival. It dates to approximately 1676, representing a period of cultural, trade, or political activity."
hist_03684,img_03684,Alexandria Photograph - 1538,1538,Colonial Period,Alexandria,photograph,market scene,"A photograph from Alexandria depicting market scene during the colonial period around 1538. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Photograph - 1538. This object was discovered in Alexandria and relates to market scene. It dates to approximately 1538, representing a period of cultural, trade, or political activity."
hist_03685,img_03685,Mughal court Ceramic - 1547,1547,Modern Century,Mughal court,ceramic,farming community,"A ceramic from Mughal court depicting farming community during the modern century around 1547. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Ceramic - 1547. This object was discovered in Mughal court and relates to farming community. It dates to approximately 1547, representing a period of cultural, trade, or political activity."
hist_03686,img_03686,Delhi Letter - 1957,1957,Colonial Period,Delhi,letter,trade route,"A letter from Delhi depicting trade route during the colonial period around 1957. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Letter - 1957. This object was discovered in Delhi and relates to trade route. It dates to approximately 1957, representing a period of cultural, trade, or political activity."
hist_03687,img_03687,Venice Painting - 1500,1500,Industrial Age,Venice,painting,scientific expedition,"A painting from Venice depicting scientific expedition during the industrial age around 1500. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Painting - 1500. This object was discovered in Venice and relates to scientific expedition. It dates to approximately 1500, representing a period of cultural, trade, or political activity."
hist_03688,img_03688,Moscow Painting - 1219,1219,Industrial Age,Moscow,painting,battlefield,"A painting from Moscow depicting battlefield during the industrial age around 1219. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Painting - 1219. This object was discovered in Moscow and relates to battlefield. It dates to approximately 1219, representing a period of cultural, trade, or political activity."
hist_03689,img_03689,Beijing Coin - 1354,1354,Modern Century,Beijing,coin,battlefield,"A coin from Beijing depicting battlefield during the modern century around 1354. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Coin - 1354. This object was discovered in Beijing and relates to battlefield. It dates to approximately 1354, representing a period of cultural, trade, or political activity."
hist_03690,img_03690,Kyiv Statue - 1986,1986,Modern Century,Kyiv,statue,farming community,"A statue from Kyiv depicting farming community during the modern century around 1986. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Statue - 1986. This object was discovered in Kyiv and relates to farming community. It dates to approximately 1986, representing a period of cultural, trade, or political activity."
hist_03691,img_03691,Nanjing Manuscript - 1881,1881,Early Modern Era,Nanjing,manuscript,scientific expedition,"A manuscript from Nanjing depicting scientific expedition during the early modern era around 1881. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Manuscript - 1881. This object was discovered in Nanjing and relates to scientific expedition. It dates to approximately 1881, representing a period of cultural, trade, or political activity."
hist_03692,img_03692,Paris Portrait - 1932,1932,Medieval Period,Paris,portrait,market scene,"A portrait from Paris depicting market scene during the medieval period around 1932. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Portrait - 1932. This object was discovered in Paris and relates to market scene. It dates to approximately 1932, representing a period of cultural, trade, or political activity."
hist_03693,img_03693,Cairo Coin - 1411,1411,Ancient Era,Cairo,coin,market scene,"A coin from Cairo depicting market scene during the ancient era around 1411. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Coin - 1411. This object was discovered in Cairo and relates to market scene. It dates to approximately 1411, representing a period of cultural, trade, or political activity."
hist_03694,img_03694,Mughal court Portrait - 1746,1746,Medieval Period,Mughal court,portrait,trade route,"A portrait from Mughal court depicting trade route during the medieval period around 1746. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Portrait - 1746. This object was discovered in Mughal court and relates to trade route. It dates to approximately 1746, representing a period of cultural, trade, or political activity."
hist_03695,img_03695,Moscow Statue - 1753,1753,Early Modern Era,Moscow,statue,royal ceremony,"A statue from Moscow depicting royal ceremony during the early modern era around 1753. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Statue - 1753. This object was discovered in Moscow and relates to royal ceremony. It dates to approximately 1753, representing a period of cultural, trade, or political activity."
hist_03696,img_03696,Paris Artifact - 1435,1435,Early Modern Era,Paris,artifact,battlefield,"A artifact from Paris depicting battlefield during the early modern era around 1435. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Artifact - 1435. This object was discovered in Paris and relates to battlefield. It dates to approximately 1435, representing a period of cultural, trade, or political activity."
hist_03697,img_03697,Paris Letter - 1367,1367,Medieval Period,Paris,letter,harbor activity,"A letter from Paris depicting harbor activity during the medieval period around 1367. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Letter - 1367. This object was discovered in Paris and relates to harbor activity. It dates to approximately 1367, representing a period of cultural, trade, or political activity."
hist_03698,img_03698,Baghdad Statue - 1990,1990,Industrial Age,Baghdad,statue,trade route,"A statue from Baghdad depicting trade route during the industrial age around 1990. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Statue - 1990. This object was discovered in Baghdad and relates to trade route. It dates to approximately 1990, representing a period of cultural, trade, or political activity."
hist_03699,img_03699,Kyiv Letter - 1326,1326,Modern Century,Kyiv,letter,trade route,"A letter from Kyiv depicting trade route during the modern century around 1326. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Letter - 1326. This object was discovered in Kyiv and relates to trade route. It dates to approximately 1326, representing a period of cultural, trade, or political activity."
hist_03700,img_03700,Rome Manuscript - 1957,1957,Industrial Age,Rome,manuscript,religious procession,"A manuscript from Rome depicting religious procession during the industrial age around 1957. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Manuscript - 1957. This object was discovered in Rome and relates to religious procession. It dates to approximately 1957, representing a period of cultural, trade, or political activity."
hist_03701,img_03701,Paris Letter - 1649,1649,Industrial Age,Paris,letter,battlefield,"A letter from Paris depicting battlefield during the industrial age around 1649. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Letter - 1649. This object was discovered in Paris and relates to battlefield. It dates to approximately 1649, representing a period of cultural, trade, or political activity."
hist_03702,img_03702,Baghdad Photograph - 1804,1804,Colonial Period,Baghdad,photograph,royal ceremony,"A photograph from Baghdad depicting royal ceremony during the colonial period around 1804. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Photograph - 1804. This object was discovered in Baghdad and relates to royal ceremony. It dates to approximately 1804, representing a period of cultural, trade, or political activity."
hist_03703,img_03703,Cairo Engraving - 1792,1792,Medieval Period,Cairo,engraving,farming community,"A engraving from Cairo depicting farming community during the medieval period around 1792. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Engraving - 1792. This object was discovered in Cairo and relates to farming community. It dates to approximately 1792, representing a period of cultural, trade, or political activity."
hist_03704,img_03704,Kyiv Manuscript - 1974,1974,Modern Century,Kyiv,manuscript,royal ceremony,"A manuscript from Kyiv depicting royal ceremony during the modern century around 1974. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Manuscript - 1974. This object was discovered in Kyiv and relates to royal ceremony. It dates to approximately 1974, representing a period of cultural, trade, or political activity."
